id,name,class,address,latitude,longitude
132,碧潭風景特定區,直轄市及縣,新北市新店區國校里8鄰新店路1號,121.540594,24.952928
133,雲仙樂園,其他,新北市烏來區烏來里15鄰溫泉街1號之1,121.54994,24.866271
134,鶯歌老街,其他,新北市鶯歌區東鶯里1鄰文化路2號,121.357015,24.955542
135,新竹公園,其他,新竹市東區東勢里8鄰公園路2號,120.985285,24.8071
136,新竹漁港,其他,新竹縣竹北市新港里4鄰新港三街二段1號,120.949316,24.849146
138,內灣老街,其他,新竹縣橫山鄉內灣村11鄰和平街1號,121.18047,24.706837
139,六福村主題遊樂園,其他,新竹縣關西鎮仁安里10鄰拱子溝60號,121.180728,24.824679
140,北埔老街,其他,新竹縣北埔鄉南興村9鄰南興街1號,121.056501,24.697733
141,南園人文客棧,休閒農業區及休閒農場,新竹縣新埔鎮照門里6鄰九芎湖32號,121.105396,24.867781
142,小叮噹科學主題樂園,其他,新竹縣新豐鄉松柏村6鄰康和路199號,120.979052,24.869872
143,綠世界休閒農場,休閒農業區及休閒農場,新竹縣北埔鄉隘子7鄰21號,121.0685211,24.6988145
145,1895乙未保台紀念公園1895,其他,桃園市平鎮區義民里14鄰復旦路二段66號,121.205541,24.948143
146,八德埤塘自然生態公園,其他,桃園市八德區大竹里9鄰興豐路1315號,121.311165,24.942325
147,埔心牧場,其他,桃園市楊梅區高榮里16鄰幼獅路一段439號,121.176306,24.925785
148,大溪月眉休閒農業區,休閒農業區及休閒農場,桃園市大溪區月眉里10鄰月眉路180巷59號,121.297614,24.8899
149,大溪老城區,其他,桃園市大溪區福仁里5鄰和平路1號,121.288974,24.884528
150,小人國主題樂園,其他,桃園市龍潭區高原里7鄰高原路891號,121.187072,24.831595
151,小烏來風景特定區,直轄市及縣,桃園市復興區義盛里1鄰下宇內4之6號,121.374902,24.789995
152,慈湖,其他,桃園市大溪區福安里4鄰復興路一段1097號,121.294349,24.840261
153,拉拉山風景區,直轄市及縣,桃園市復興區華陵里13鄰巴崚205號,121.422749,24.703237
154,新屋綠色走廊,其他,桃園市新屋區深圳里7鄰觀海路一段2號,120.998833,24.952902
155,東眼山國家森林遊樂區,森林遊樂區,桃園市復興區霞雲里5鄰成福路600號,121.408018,24.83132
156,桃園市客家文化館,其他,桃園市龍潭區建林里32鄰中正路三林段500號,121.234274,24.845571
157,永安漁港,其他,桃園市新屋區新屋區中山西路三段1166號,121.0120743,24.9877295
158,石門水庫風景區,直轄市及縣,桃園市龍潭區佳安里16鄰佳安路1之10號,121.243708,24.835795
159,竹圍漁港,其他,桃園市大園區海口里4鄰漁港路25號,121.241517,25.108844
161,草漯沙丘地質公園,其他,桃園市觀音區草漯里9鄰忠孝路3號,121.143828,25.048484
162,虎頭山風景特定區,直轄市及縣,桃園市桃園區忠義里15鄰成功路三段1號,121.324718,24.997634
163,觀音蓮花園休閒農業區,休閒農業區及休閒農場,桃園市觀音區藍埔里6鄰金華路31號,121.12285,24.997737
164,角板山遊憩區,直轄市及縣,桃園市復興區澤仁里10鄰中正路2號,121.351049,24.81417
165,龍潭觀光大池,其他,桃園市龍潭區上林里3鄰中豐路上林段115巷11號,121.208771,24.862576
166,七美遊憩區,國家級風景特定區,澎湖縣七美鄉南港村11鄰南滬59號,119.419248,23.195778
168,北海遊客中心及周邊地區,國家級風景特定區,澎湖縣白沙鄉赤崁村2鄰大赤崁37號之4,119.603054,23.668897
169,南海遊客中心及周邊地區,國家級風景特定區,澎湖縣馬公市光復里1鄰新營路25號,119.572435,23.566514
170,小門遊憩區,國家級風景特定區,澎湖縣西嶼鄉小門村1鄰小門1號,119.515216,23.652315
171,望安遊憩區,國家級風景特定區,澎湖縣望安鄉中社村19鄰花宅1號,119.495819,23.370031
172,澎湖遊客中心,國家級風景特定區,澎湖縣馬公市光華里1鄰光華171號,119.606601,23.556591
173,綠蠵龜觀光保育中心,國家級風景特定區,澎湖縣望安鄉東安村1鄰望安1號之4,119.506876,23.365082
174,西嶼西臺遊客中心,國家級風景特定區,澎湖縣西嶼鄉外垵村1鄰外垵1之15號,119.490168,23.564875
175,澎湖生活博物館,其他,澎湖縣馬公市西文里1鄰新生路327號,119.57941,23.567056
176,梨山風景區梨山地區,國家級風景特定區,臺中市和平區梨山里24鄰中正路95號,121.250639,24.254849
177,梨山風景區谷關地區,國家級風景特定區,臺中市和平區博愛里2鄰東關路一段102號,121.006868,24.203341
178,谷關遊憩區,國家級風景特定區,臺中市和平區博愛里2鄰東關路一段102號,121.006868,24.203341
179,一中商圈,其他,臺中市北區新興里3鄰一中街1號,120.68374,24.146395
180,八仙山國家森林遊樂區,森林遊樂區,臺中市和平區博愛里2鄰東關路一段200號,121.001442,24.200814
181,國立自然科學博物館,博物館,臺中市北區淡溝里30鄰館前路1號,120.66616,24.155802
182,國立臺灣美術館,博物館,臺中市西區土庫里3鄰五權西路一段2號,120.663569,24.141525
183,大坑登山步道,其他,臺中市北屯區東光里10鄰東山路一段1號,120.697985,24.170487
184,大甲鎮瀾宮,宗教場所,臺中市大甲區大甲里4鄰順天路158號,120.623608,24.345341
186,帝國糖廠及觀光廊帶,其他,臺中市東區泉源里15鄰樂業路10號,120.69098,24.138393
187,東勢林場遊樂區,觀光地區,臺中市東勢區東新里9鄰勢林街6之1號,120.872062,24.28273
188,東豐自行車綠廊及后豐鐵馬道含后里馬場,其他,臺中市石岡區萬安里11鄰石城街1號,120.778717,24.276014
189,梧棲觀光漁港,其他,臺中市清水區海濱里14鄰北堤路30號,120.521047,24.293067
190,武陵農場含雪霸武陵遊客中心,其他,臺中市和平區平等里5鄰武陵路4號,121.3096,24.353178
191,潭雅神綠園道,其他,臺中市潭子區潭秀里1鄰中山路三段1之6號,120.706061,24.219805
192,福壽山農場,其他,臺中市和平區梨山里10鄰福壽路29號,121.245806,24.244949
193,綠川水岸廊道含宮原眼科,其他,臺中市中區綠川里9鄰中山路20號,120.683586,24.137813
194,臺中公園,其他,臺中市北區新興里3鄰雙十路一段65號,120.685633,24.144098
195,臺中國家歌劇院,其他,臺中市西屯區惠來里12鄰惠來路二段101號,120.64113,24.162569
196,臺中都會公園,其他,臺中市西屯區林厝里11鄰都會園路1185號,120.597767,24.20417
197,臺中驛鐵道文化園區及綠空廊道,其他,臺中市中區綠川里3鄰臺灣大道一段1號,120.685163,24.136927
198,草悟道,其他,臺中市西區双龍里21鄰向上北路100號,120.664479,24.148064
199,萬和宮,宗教場所,臺中市南區南門里5鄰南門路31號,120.682264,24.122157
200,逢甲夜市,其他,臺中市西屯區逢甲里19鄰文華路1之2號,120.644513,24.174979
201,鐵砧山,直轄市及縣,臺中市大甲區頂店里2鄰成功路221號,120.650004,24.359185
202,霧峰林家園區,其他,臺中市霧峰區本堂里2鄰民生路26號,120.700819,24.062806
203,高美濕地,其他,臺中市清水區高南里8鄰美堤街8號,120.547572,24.305008
204,麗寶樂園渡假村,觀光地區,臺中市后里區月眉里11鄰福容路8號,120.695358,24.323172
205,冷水坑,國家公園,臺北市士林區菁山里6鄰菁山路101巷170號,121.563927,25.165603
206,大屯遊憩區,國家公園,新北市三芝區興華里18鄰車埕53之2號,121.521859,25.187747
207,小油坑遊憩區,國家公園,臺北市北投區湖田里9鄰竹子湖路69號,121.546882,25.176461
208,擎天崗,國家公園,臺北市士林區菁山里6鄰菁山路101巷170號,121.563927,25.165603
209,陽明公園,國家公園,臺北市北投區湖田里1鄰竹子湖路1之20號,121.547642,25.155669
210,陽明山遊客中心,國家公園,臺北市北投區湖田里1鄰竹子湖路1之20號,121.547642,25.155669
211,陽明書屋,國家公園,臺北市北投區湖田里1鄰竹子湖路1之20號,121.547642,25.155669
212,龍鳳谷遊憩區,國家公園,臺北市北投區湖田里1鄰竹子湖路1之20號,121.547642,25.155669
213,凱達格蘭文化館,博物館,臺北市北投區長安里18鄰光明路251號,121.506271,25.136354
